model_id,table1_rows,table1_columns,horizon,hp_set,prediction_on,id,id2
386,Base specification,Quad,1 month,Tuned,train-cv,Repeat21,Fold2
387,Base specification,Quad,1 month,Tuned,test,NA,NA
388,Base specification,Quad,6 months,B&S,train-cv,Repeat01,Fold1
389,Base specification,Quad,6 months,B&S,train-cv,Repeat01,Fold2
390,Base specification,Quad,6 months,B&S,train-cv,Repeat02,Fold1
391,Base specification,Quad,6 months,B&S,train-cv,Repeat02,Fold2
392,Base specification,Quad,6 months,B&S,train-cv,Repeat03,Fold1
393,Base specification,Quad,6 months,B&S,train-cv,Repeat03,Fold2
394,Base specification,Quad,6 months,B&S,train-cv,Repeat04,Fold1
395,Base specification,Quad,6 months,B&S,train-cv,Repeat04,Fold2
396,Base specification,Quad,6 months,B&S,train-cv,Repeat05,Fold1
397,Base specification,Quad,6 months,B&S,train-cv,Repeat05,Fold2
398,Base specification,Quad,6 months,B&S,train-cv,Repeat06,Fold1
399,Base specification,Quad,6 months,B&S,train-cv,Repeat06,Fold2
400,Base specification,Quad,6 months,B&S,train-cv,Repeat07,Fold1
401,Base specification,Quad,6 months,B&S,train-cv,Repeat07,Fold2
402,Base specification,Quad,6 months,B&S,train-cv,Repeat08,Fold1
403,Base specification,Quad,6 months,B&S,train-cv,Repeat08,Fold2
404,Base specification,Quad,6 months,B&S,train-cv,Repeat09,Fold1
405,Base specification,Quad,6 months,B&S,train-cv,Repeat09,Fold2
406,Base specification,Quad,6 months,B&S,train-cv,Repeat10,Fold1
407,Base specification,Quad,6 months,B&S,train-cv,Repeat10,Fold2
408,Base specification,Quad,6 months,B&S,train-cv,Repeat11,Fold1
409,Base specification,Quad,6 months,B&S,train-cv,Repeat11,Fold2
410,Base specification,Quad,6 months,B&S,train-cv,Repeat12,Fold1
411,Base specification,Quad,6 months,B&S,train-cv,Repeat12,Fold2
412,Base specification,Quad,6 months,B&S,train-cv,Repeat13,Fold1
413,Base specification,Quad,6 months,B&S,train-cv,Repeat13,Fold2
414,Base specification,Quad,6 months,B&S,train-cv,Repeat14,Fold1
415,Base specification,Quad,6 months,B&S,train-cv,Repeat14,Fold2
416,Base specification,Quad,6 months,B&S,train-cv,Repeat15,Fold1
417,Base specification,Quad,6 months,B&S,train-cv,Repeat15,Fold2
418,Base specification,Quad,6 months,B&S,train-cv,Repeat16,Fold1
419,Base specification,Quad,6 months,B&S,train-cv,Repeat16,Fold2
420,Base specification,Quad,6 months,B&S,train-cv,Repeat17,Fold1
421,Base specification,Quad,6 months,B&S,train-cv,Repeat17,Fold2
422,Base specification,Quad,6 months,B&S,train-cv,Repeat18,Fold1
423,Base specification,Quad,6 months,B&S,train-cv,Repeat18,Fold2
424,Base specification,Quad,6 months,B&S,train-cv,Repeat19,Fold1
425,Base specification,Quad,6 months,B&S,train-cv,Repeat19,Fold2
426,Base specification,Quad,6 months,B&S,train-cv,Repeat20,Fold1
427,Base specification,Quad,6 months,B&S,train-cv,Repeat20,Fold2
428,Base specification,Quad,6 months,B&S,train-cv,Repeat21,Fold1
429,Base specification,Quad,6 months,B&S,train-cv,Repeat21,Fold2
430,Base specification,Quad,6 months,B&S,test,NA,NA
431,Base specification,Quad,6 months,Default,train-cv,Repeat01,Fold1
432,Base specification,Quad,6 months,Default,train-cv,Repeat01,Fold2
433,Base specification,Quad,6 months,Default,train-cv,Repeat02,Fold1
434,Base specification,Quad,6 months,Default,train-cv,Repeat02,Fold2
435,Base specification,Quad,6 months,Default,train-cv,Repeat03,Fold1
436,Base specification,Quad,6 months,Default,train-cv,Repeat03,Fold2
437,Base specification,Quad,6 months,Default,train-cv,Repeat04,Fold1
438,Base specification,Quad,6 months,Default,train-cv,Repeat04,Fold2
439,Base specification,Quad,6 months,Default,train-cv,Repeat05,Fold1
440,Base specification,Quad,6 months,Default,train-cv,Repeat05,Fold2
441,Base specification,Quad,6 months,Default,train-cv,Repeat06,Fold1
442,Base specification,Quad,6 months,Default,train-cv,Repeat06,Fold2
443,Base specification,Quad,6 months,Default,train-cv,Repeat07,Fold1
444,Base specification,Quad,6 months,Default,train-cv,Repeat07,Fold2
445,Base specification,Quad,6 months,Default,train-cv,Repeat08,Fold1
446,Base specification,Quad,6 months,Default,train-cv,Repeat08,Fold2
447,Base specification,Quad,6 months,Default,train-cv,Repeat09,Fold1
448,Base specification,Quad,6 months,Default,train-cv,Repeat09,Fold2
449,Base specification,Quad,6 months,Default,train-cv,Repeat10,Fold1
450,Base specification,Quad,6 months,Default,train-cv,Repeat10,Fold2
451,Base specification,Quad,6 months,Default,train-cv,Repeat11,Fold1
452,Base specification,Quad,6 months,Default,train-cv,Repeat11,Fold2
453,Base specification,Quad,6 months,Default,train-cv,Repeat12,Fold1
454,Base specification,Quad,6 months,Default,train-cv,Repeat12,Fold2
455,Base specification,Quad,6 months,Default,train-cv,Repeat13,Fold1
456,Base specification,Quad,6 months,Default,train-cv,Repeat13,Fold2
457,Base specification,Quad,6 months,Default,train-cv,Repeat14,Fold1
458,Base specification,Quad,6 months,Default,train-cv,Repeat14,Fold2
459,Base specification,Quad,6 months,Default,train-cv,Repeat15,Fold1
460,Base specification,Quad,6 months,Default,train-cv,Repeat15,Fold2
461,Base specification,Quad,6 months,Default,train-cv,Repeat16,Fold1
462,Base specification,Quad,6 months,Default,train-cv,Repeat16,Fold2
463,Base specification,Quad,6 months,Default,train-cv,Repeat17,Fold1
464,Base specification,Quad,6 months,Default,train-cv,Repeat17,Fold2
465,Base specification,Quad,6 months,Default,train-cv,Repeat18,Fold1
466,Base specification,Quad,6 months,Default,train-cv,Repeat18,Fold2
467,Base specification,Quad,6 months,Default,train-cv,Repeat19,Fold1
468,Base specification,Quad,6 months,Default,train-cv,Repeat19,Fold2
469,Base specification,Quad,6 months,Default,train-cv,Repeat20,Fold1
470,Base specification,Quad,6 months,Default,train-cv,Repeat20,Fold2
471,Base specification,Quad,6 months,Default,train-cv,Repeat21,Fold1
472,Base specification,Quad,6 months,Default,train-cv,Repeat21,Fold2
473,Base specification,Quad,6 months,Default,test,NA,NA
474,Base specification,Quad,6 months,Tuned,train-cv,Repeat01,Fold1
475,Base specification,Quad,6 months,Tuned,train-cv,Repeat01,Fold2
476,Base specification,Quad,6 months,Tuned,train-cv,Repeat02,Fold1
477,Base specification,Quad,6 months,Tuned,train-cv,Repeat02,Fold2
478,Base specification,Quad,6 months,Tuned,train-cv,Repeat03,Fold1
479,Base specification,Quad,6 months,Tuned,train-cv,Repeat03,Fold2
480,Base specification,Quad,6 months,Tuned,train-cv,Repeat04,Fold1
481,Base specification,Quad,6 months,Tuned,train-cv,Repeat04,Fold2
482,Base specification,Quad,6 months,Tuned,train-cv,Repeat05,Fold1
483,Base specification,Quad,6 months,Tuned,train-cv,Repeat05,Fold2
484,Base specification,Quad,6 months,Tuned,train-cv,Repeat06,Fold1
485,Base specification,Quad,6 months,Tuned,train-cv,Repeat06,Fold2
486,Base specification,Quad,6 months,Tuned,train-cv,Repeat07,Fold1
487,Base specification,Quad,6 months,Tuned,train-cv,Repeat07,Fold2
488,Base specification,Quad,6 months,Tuned,train-cv,Repeat08,Fold1
489,Base specification,Quad,6 months,Tuned,train-cv,Repeat08,Fold2
490,Base specification,Quad,6 months,Tuned,train-cv,Repeat09,Fold1
491,Base specification,Quad,6 months,Tuned,train-cv,Repeat09,Fold2
492,Base specification,Quad,6 months,Tuned,train-cv,Repeat10,Fold1
493,Base specification,Quad,6 months,Tuned,train-cv,Repeat10,Fold2
494,Base specification,Quad,6 months,Tuned,train-cv,Repeat11,Fold1
495,Base specification,Quad,6 months,Tuned,train-cv,Repeat11,Fold2
496,Base specification,Quad,6 months,Tuned,train-cv,Repeat12,Fold1
497,Base specification,Quad,6 months,Tuned,train-cv,Repeat12,Fold2
498,Base specification,Quad,6 months,Tuned,train-cv,Repeat13,Fold1
499,Base specification,Quad,6 months,Tuned,train-cv,Repeat13,Fold2
500,Base specification,Quad,6 months,Tuned,train-cv,Repeat14,Fold1
501,Base specification,Quad,6 months,Tuned,train-cv,Repeat14,Fold2
502,Base specification,Quad,6 months,Tuned,train-cv,Repeat15,Fold1
503,Base specification,Quad,6 months,Tuned,train-cv,Repeat15,Fold2
504,Base specification,Quad,6 months,Tuned,train-cv,Repeat16,Fold1
505,Base specification,Quad,6 months,Tuned,train-cv,Repeat16,Fold2
506,Base specification,Quad,6 months,Tuned,train-cv,Repeat17,Fold1
507,Base specification,Quad,6 months,Tuned,train-cv,Repeat17,Fold2
508,Base specification,Quad,6 months,Tuned,train-cv,Repeat18,Fold1
509,Base specification,Quad,6 months,Tuned,train-cv,Repeat18,Fold2
510,Base specification,Quad,6 months,Tuned,train-cv,Repeat19,Fold1
511,Base specification,Quad,6 months,Tuned,train-cv,Repeat19,Fold2
512,Base specification,Quad,6 months,Tuned,train-cv,Repeat20,Fold1
513,Base specification,Quad,6 months,Tuned,train-cv,Repeat20,Fold2
514,Base specification,Quad,6 months,Tuned,train-cv,Repeat21,Fold1
515,Base specification,Quad,6 months,Tuned,train-cv,Repeat21,Fold2
516,Base specification,Quad,6 months,Tuned,test,NA,NA
517,Base specification,Goldstein,1 month,B&S,train-cv,Repeat01,Fold1
518,Base specification,Goldstein,1 month,B&S,train-cv,Repeat01,Fold2
519,Base specification,Goldstein,1 month,B&S,train-cv,Repeat02,Fold1
520,Base specification,Goldstein,1 month,B&S,train-cv,Repeat02,Fold2
521,Base specification,Goldstein,1 month,B&S,train-cv,Repeat03,Fold1
522,Base specification,Goldstein,1 month,B&S,train-cv,Repeat03,Fold2
523,Base specification,Goldstein,1 month,B&S,train-cv,Repeat04,Fold1
524,Base specification,Goldstein,1 month,B&S,train-cv,Repeat04,Fold2
525,Base specification,Goldstein,1 month,B&S,train-cv,Repeat05,Fold1
526,Base specification,Goldstein,1 month,B&S,train-cv,Repeat05,Fold2
527,Base specification,Goldstein,1 month,B&S,train-cv,Repeat06,Fold1
528,Base specification,Goldstein,1 month,B&S,train-cv,Repeat06,Fold2
529,Base specification,Goldstein,1 month,B&S,train-cv,Repeat07,Fold1
530,Base specification,Goldstein,1 month,B&S,train-cv,Repeat07,Fold2
531,Base specification,Goldstein,1 month,B&S,train-cv,Repeat08,Fold1
532,Base specification,Goldstein,1 month,B&S,train-cv,Repeat08,Fold2
533,Base specification,Goldstein,1 month,B&S,train-cv,Repeat09,Fold1
534,Base specification,Goldstein,1 month,B&S,train-cv,Repeat09,Fold2
535,Base specification,Goldstein,1 month,B&S,train-cv,Repeat10,Fold1
536,Base specification,Goldstein,1 month,B&S,train-cv,Repeat10,Fold2
537,Base specification,Goldstein,1 month,B&S,train-cv,Repeat11,Fold1
538,Base specification,Goldstein,1 month,B&S,train-cv,Repeat11,Fold2
539,Base specification,Goldstein,1 month,B&S,train-cv,Repeat12,Fold1
540,Base specification,Goldstein,1 month,B&S,train-cv,Repeat12,Fold2
541,Base specification,Goldstein,1 month,B&S,train-cv,Repeat13,Fold1
542,Base specification,Goldstein,1 month,B&S,train-cv,Repeat13,Fold2
543,Base specification,Goldstein,1 month,B&S,train-cv,Repeat14,Fold1
544,Base specification,Goldstein,1 month,B&S,train-cv,Repeat14,Fold2
545,Base specification,Goldstein,1 month,B&S,train-cv,Repeat15,Fold1
546,Base specification,Goldstein,1 month,B&S,train-cv,Repeat15,Fold2
547,Base specification,Goldstein,1 month,B&S,train-cv,Repeat16,Fold1
548,Base specification,Goldstein,1 month,B&S,train-cv,Repeat16,Fold2
549,Base specification,Goldstein,1 month,B&S,train-cv,Repeat17,Fold1
550,Base specification,Goldstein,1 month,B&S,train-cv,Repeat17,Fold2
551,Base specification,Goldstein,1 month,B&S,train-cv,Repeat18,Fold1
552,Base specification,Goldstein,1 month,B&S,train-cv,Repeat18,Fold2
553,Base specification,Goldstein,1 month,B&S,train-cv,Repeat19,Fold1
554,Base specification,Goldstein,1 month,B&S,train-cv,Repeat19,Fold2
555,Base specification,Goldstein,1 month,B&S,train-cv,Repeat20,Fold1
556,Base specification,Goldstein,1 month,B&S,train-cv,Repeat20,Fold2
557,Base specification,Goldstein,1 month,B&S,train-cv,Repeat21,Fold1
558,Base specification,Goldstein,1 month,B&S,train-cv,Repeat21,Fold2
559,Base specification,Goldstein,1 month,B&S,test,NA,NA
560,Base specification,Goldstein,1 month,Default,train-cv,Repeat01,Fold1
561,Base specification,Goldstein,1 month,Default,train-cv,Repeat01,Fold2
562,Base specification,Goldstein,1 month,Default,train-cv,Repeat02,Fold1
563,Base specification,Goldstein,1 month,Default,train-cv,Repeat02,Fold2
564,Base specification,Goldstein,1 month,Default,train-cv,Repeat03,Fold1
565,Base specification,Goldstein,1 month,Default,train-cv,Repeat03,Fold2
566,Base specification,Goldstein,1 month,Default,train-cv,Repeat04,Fold1
567,Base specification,Goldstein,1 month,Default,train-cv,Repeat04,Fold2
568,Base specification,Goldstein,1 month,Default,train-cv,Repeat05,Fold1
569,Base specification,Goldstein,1 month,Default,train-cv,Repeat05,Fold2
570,Base specification,Goldstein,1 month,Default,train-cv,Repeat06,Fold1
571,Base specification,Goldstein,1 month,Default,train-cv,Repeat06,Fold2
572,Base specification,Goldstein,1 month,Default,train-cv,Repeat07,Fold1
573,Base specification,Goldstein,1 month,Default,train-cv,Repeat07,Fold2
574,Base specification,Goldstein,1 month,Default,train-cv,Repeat08,Fold1
575,Base specification,Goldstein,1 month,Default,train-cv,Repeat08,Fold2
576,Base specification,Goldstein,1 month,Default,train-cv,Repeat09,Fold1
577,Base specification,Goldstein,1 month,Default,train-cv,Repeat09,Fold2
578,Base specification,Goldstein,1 month,Default,train-cv,Repeat10,Fold1
579,Base specification,Goldstein,1 month,Default,train-cv,Repeat10,Fold2
580,Base specification,Goldstein,1 month,Default,train-cv,Repeat11,Fold1
581,Base specification,Goldstein,1 month,Default,train-cv,Repeat11,Fold2
582,Base specification,Goldstein,1 month,Default,train-cv,Repeat12,Fold1
583,Base specification,Goldstein,1 month,Default,train-cv,Repeat12,Fold2
584,Base specification,Goldstein,1 month,Default,train-cv,Repeat13,Fold1
585,Base specification,Goldstein,1 month,Default,train-cv,Repeat13,Fold2
586,Base specification,Goldstein,1 month,Default,train-cv,Repeat14,Fold1
587,Base specification,Goldstein,1 month,Default,train-cv,Repeat14,Fold2
588,Base specification,Goldstein,1 month,Default,train-cv,Repeat15,Fold1
589,Base specification,Goldstein,1 month,Default,train-cv,Repeat15,Fold2
590,Base specification,Goldstein,1 month,Default,train-cv,Repeat16,Fold1
591,Base specification,Goldstein,1 month,Default,train-cv,Repeat16,Fold2
592,Base specification,Goldstein,1 month,Default,train-cv,Repeat17,Fold1
593,Base specification,Goldstein,1 month,Default,train-cv,Repeat17,Fold2
594,Base specification,Goldstein,1 month,Default,train-cv,Repeat18,Fold1
595,Base specification,Goldstein,1 month,Default,train-cv,Repeat18,Fold2
596,Base specification,Goldstein,1 month,Default,train-cv,Repeat19,Fold1
597,Base specification,Goldstein,1 month,Default,train-cv,Repeat19,Fold2
598,Base specification,Goldstein,1 month,Default,train-cv,Repeat20,Fold1
599,Base specification,Goldstein,1 month,Default,train-cv,Repeat20,Fold2
600,Base specification,Goldstein,1 month,Default,train-cv,Repeat21,Fold1
601,Base specification,Goldstein,1 month,Default,train-cv,Repeat21,Fold2
602,Base specification,Goldstein,1 month,Default,test,NA,NA
603,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat01,Fold1
604,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat01,Fold2
605,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat02,Fold1
606,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat02,Fold2
607,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat03,Fold1
608,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat03,Fold2
609,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat04,Fold1
610,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat04,Fold2
611,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat05,Fold1
612,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat05,Fold2
613,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat06,Fold1
614,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat06,Fold2
615,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat07,Fold1
616,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat07,Fold2
617,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat08,Fold1
618,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat08,Fold2
619,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat09,Fold1
620,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat09,Fold2
621,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat10,Fold1
622,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat10,Fold2
623,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat11,Fold1
624,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat11,Fold2
625,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat12,Fold1
626,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat12,Fold2
627,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat13,Fold1
628,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat13,Fold2
629,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat14,Fold1
630,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat14,Fold2
631,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat15,Fold1
632,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat15,Fold2
633,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat16,Fold1
634,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat16,Fold2
635,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat17,Fold1
636,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat17,Fold2
637,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat18,Fold1
638,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat18,Fold2
639,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat19,Fold1
640,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat19,Fold2
641,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat20,Fold1
642,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat20,Fold2
643,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat21,Fold1
644,Base specification,Goldstein,1 month,Tuned,train-cv,Repeat21,Fold2
645,Base specification,Goldstein,1 month,Tuned,test,NA,NA
646,Base specification,Goldstein,6 months,B&S,train-cv,Repeat01,Fold1
647,Base specification,Goldstein,6 months,B&S,train-cv,Repeat01,Fold2
648,Base specification,Goldstein,6 months,B&S,train-cv,Repeat02,Fold1
